symbol	ensembl	mitocarta_list	evidence	sub_localization
Usp30	ENSMUSG00000029592	MitoCarta3.0	literature,targetP signal+, mito protein domain	MOM
Tfb2m	ENSMUSG00000026492	MitoCarta3.0	literature, APEX_matrix, targetP signal+, mito protein domai	Matrix
Mrps18b	ENSMUSG00000024436	MitoCarta3.0	literature, APEX_matrix, Rickettsial homolog, mito protein d	Matrix
Maob	ENSMUSG00000040147	MitoCarta3.0	literature, mito protein domain, MS/MS++	MOM
Prxl2a	ENSMUSG00000021792	MitoCarta3.0	GFP, mito protein domain, MS/MS++	Membrane
Mgst3	ENSMUSG00000026688	MitoCarta3.0	APEX_IMS, mito protein domain, MS/MS++	MOM
Dhodh	ENSMUSG00000031730	MitoCarta3.0	literature, mito protein domain, MS/MS++	MIM
Mrpl48	ENSMUSG00000030706	MitoCarta3.0	literature, APEX_matrix, mito protein domain, MS/MS++	Matrix
Gdap1	ENSMUSG00000025777	MitoCarta3.0	APEX_IMS, mito protein domain, MS/MS++	MOM
Bak1	ENSMUSG00000057789	MitoCarta3.0	literature, mito protein domain, MS/MS++	MOM
mt-Nd1	ENSMUSG00000064341	MitoCarta3.0	literature, Rickettsial homolog, mito protein domain, MS/MS	MIM
Ociad2	ENSMUSG00000029153	MitoCarta3.0	MS/MS++	unknown
Taz	ENSMUSG00000009995	MitoCarta3.0	literature,yeast mito homolog++, mito protein domain	IMS
Dcxr	ENSMUSG00000039450	MitoCarta3.0	APEX_matrix, targetP signal, Rickettsial homolog, mito prote	Matrix
Pmaip1	ENSMUSG00000024521	MitoCarta3.0	literature, targetP signal, mito protein domain+	MOM
Nipsnap3b	ENSMUSG00000015247	MitoCarta3.0	GFP, targetP signal, MS/MS+	Matrix
Mmaa	ENSMUSG00000037022	MitoCarta3.0	manual, targetP signal, coexpression+	Matrix
Cyp11a1	ENSMUSG00000032323	MitoCarta3.0	literature, mito protein domain, MS/MS+	MIM
Aifm2	ENSMUSG00000020085	MitoCarta3.0	literature, yeast mito homolog, Rickettsial homolog, mito pr	Membrane
Marchf5	ENSMUSG00000023307	MitoCarta3.0	literature, mito protein domain, coexpression, MS/MS	MOM
Prdx2	ENSMUSG00000005161	MitoCarta3.0	GFP, Rickettsial homolog, mito protein domain, coexpression	unknown
Sfxn4	ENSMUSG00000063698	MitoCarta3.0	literature, yeast mito homolog, mito protein domain+	MIM
Ifi27	ENSMUSG00000064215	MitoCarta3.0	literature, targetP signal, induction, coexpression	Membrane
Abca9	ENSMUSG00000041797	MitoCarta3.0	GFP, targetP signal, Rickettsial homolog, mito protein domai	Membrane
Ddx28	ENSMUSG00000045538	MitoCarta3.0	literature, APEX_matrix, targetP signal, Rickettsial homolog	Matrix
Acot7	ENSMUSG00000028937	MitoCarta3.0	targetP signal, mito protein domain, induction	Matrix
Msrb3	ENSMUSG00000051236	MitoCarta3.0	yeast mito homolog+, mito protein domain	unknown
2300009A05Rik	ENSMUSG00000032403	MitoCarta3.0	APEX_matrix, targetP signal, MS/MS	Matrix
Agpat5	ENSMUSG00000031467	MitoCarta3.0	literature, mito protein domain, induction, MS/MS	MOM
Acod1	ENSMUSG00000022126	MitoCarta3.0	literature,yeast mito homolog, mito protein domain+	Matrix
Fbxl4	ENSMUSG00000040410	MitoCarta3.0	literature, mito protein domain, coexpression	IMS
Ftmt	ENSMUSG00000024510	MitoCarta3.0	literature, targetP signal, mito protein domain, MS/MS	Matrix
Gpam	ENSMUSG00000024978	MitoCarta3.0	literature, mito protein domain, coexpression	Membrane
Qtrt1	ENSMUSG00000002825	MitoCarta3.0	APEX_matrix, targetP signal, Rickettsial homolog, mito prote	Matrix
Hpdl	ENSMUSG00000043155	MitoCarta3.0	manual, targetP signal, induction	unknown
Isoc2a	ENSMUSG00000086784	MitoCarta3.0	APEX_matrix, MS/MS++	Matrix
Cyp11b1	ENSMUSG00000075604	MitoCarta3.0	literature, targetP signal, mito protein domain, coexpressio	MIM
Cyp11b2	ENSMUSG00000022589	MitoCarta3.0	literature, targetP signal, mito protein domain, coexpressio	MIM
Pet117	ENSMUSG00000098387	MitoCarta3.0	literature, yeast mito homolog, MS/MS	MIM
Dhrs2	ENSMUSG00000022209	MitoCarta3.0	literature,targetP signal, Rickettsial homolog, mito protein	Matrix
Cdk5rap1	ENSMUSG00000027487	MitoCarta3.0	literature,targetP signal, Rickettsial homolog, mito protein	Matrix
Snd1	ENSMUSG00000001424	MitoCarta3.0	GFP, yeast mito homolog, mito protein domain	unknown
Cyb5r3	ENSMUSG00000018042	MitoCarta3.0	literature, mito protein domain, MS/MS+	MOM
Maoa	ENSMUSG00000025037	MitoCarta3.0	literature, mito protein domain, MS/MS+	MOM
Mff	ENSMUSG00000026150	MitoCarta3.0	literature, induction, MS/MS	MOM
Nlrx1	ENSMUSG00000032109	MitoCarta3.0	APEX_matrix, targetP signal, MS/MS	Matrix
Fam185a	ENSMUSG00000047221	MitoCarta3.0	APEX_matrix, targetP signal, coexpression	Matrix
Mief1	ENSMUSG00000022412	MitoCarta3.0	literature, mito protein domain, induction, coexpression	MOM | Matrix
Coa7	ENSMUSG00000048351	MitoCarta3.0	literature, APEX_IMS, mito protein domain, coexpression, MS/	IMS
Acot11	ENSMUSG00000034853	MitoCarta3.0	literature,targetP signal, mito protein domain, coexpression	Matrix
Pusl1	ENSMUSG00000051557	MitoCarta3.0	APEX_matrix, targetP signal, Rickettsial homolog, mito prote	Matrix
Polq	ENSMUSG00000034206	MitoCarta3.0	literature,targetP signal, Rickettsial homolog, mito protein	Matrix
Dmac2l	ENSMUSG00000054894	MitoCarta3.0	literature, APEX_matrix, MS/MS++	MIM
Rmdn3	ENSMUSG00000070730	MitoCarta3.0	literature, APEX_IMS, GFP, MS/MS++	MOM
Atp5md	ENSMUSG00000071528	MitoCarta3.0	GFP, MS/MS++	MIM
Tomm20	ENSMUSG00000093904	MitoCarta3.0	literature, yeast mito homolog+	MOM
Bnip3l	ENSMUSG00000022051	MitoCarta3.0	literature, mito protein domain+, coexpression	MOM
Aifm3	ENSMUSG00000022763	MitoCarta3.0	literature, Rickettsial homolog, mito protein domain+	MIM
Timm29	ENSMUSG00000048429	MitoCarta3.0	coexpression, MS/MS	MIM
Ppm1k	ENSMUSG00000037826	MitoCarta3.0	literature, targetP signal, mito protein domain	Matrix
Sirt4	ENSMUSG00000029524	MitoCarta3.0	literature, targetP signal, mito protein domain	Matrix
Park7	ENSMUSG00000028964	MitoCarta3.0	literature, mito protein domain, coexpression	MOM
Mterf1a	ENSMUSG00000040429	MitoCarta3.0	literature, APEX_matrix, targetP signal, mito protein domain	Matrix
mt-Nd4l	ENSMUSG00000065947	MitoCarta3.0	literature, Rickettsial homolog, mito protein domain	MIM
AA467197	ENSMUSG00000033213	MitoCarta3.0	GFP, mito protein domain, MS/MS+	Membrane
Uqcc2	ENSMUSG00000024208	MitoCarta3.0	APEX_matrix, GFP, coexpression, MS/MS	MIM
Nme3	ENSMUSG00000073435	MitoCarta3.0	GFP, yeast mito homolog, Rickettsial homolog, mito protein d	MOM
Gtpbp6	ENSMUSG00000033434	MitoCarta3.0	APEX_matrix, targetP signal+, mito protein domain	Matrix
Them5	ENSMUSG00000028148	MitoCarta3.0	literature,targetP signal+, mito protein domain	Matrix
Prkaca	ENSMUSG00000005469	MitoCarta3.0	literature,mito protein domain, coexpression	MIM
Miga2	ENSMUSG00000026858	MitoCarta3.0	literature,coexpression	MOM
Mgarp	ENSMUSG00000037161	MitoCarta3.0	literature, APEX_IMS, targetP signal, yeast mito homolog, co	Membrane
Mcl1	ENSMUSG00000038612	MitoCarta3.0	manual, targetP signal, mito protein domain	MOM
Myg1	ENSMUSG00000001285	MitoCarta3.0	literature, targetP signal, mito protein domain, coexpressio	Matrix
Etfbkmt	ENSMUSG00000039958	MitoCarta3.0	literature,mito protein domain+	Matrix
Mutyh	ENSMUSG00000028687	MitoCarta3.0	GFP, targetP signal, Rickettsial homolog, mito protein domai	Matrix
Fastkd5	ENSMUSG00000079043	MitoCarta3.0	APEX_matrix, targetP signal, coexpression	Matrix
Paics	ENSMUSG00000029247	MitoCarta3.0	APEX_matrix, Rickettsial homolog, coexpression	Matrix
Cpt1c	ENSMUSG00000007783	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain	MOM
Rcc1l	ENSMUSG00000061979	MitoCarta3.0	literature, APEX_matrix, targetP signal, coexpression	Matrix
Antkmt	ENSMUSG00000057411	MitoCarta3.0	literature,coexpression, MS/MS	MIM
Uqcc3	ENSMUSG00000071654	MitoCarta3.0	literature,coexpression, MS/MS	MIM
Prdx4	ENSMUSG00000025289	MitoCarta3.0	APEX_IMS, Rickettsial homolog, mito protein domain	IMS
Pycr1	ENSMUSG00000025140	MitoCarta3.0	literature, mito protein domain, MS/MS	Matrix
Cryz	ENSMUSG00000028199	MitoCarta3.0	APEX_matrix, mito protein domain, MS/MS	Matrix
Angel2	ENSMUSG00000026634	MitoCarta3.0	APEX_matrix, mito protein domain, MS/MS	Matrix
Mgme1	ENSMUSG00000027424	MitoCarta3.0	literature, APEX_matrix, GFP, targetP signal	Matrix
Agpat4	ENSMUSG00000023827	MitoCarta3.0	literature,mito protein domain, induction	MOM
Comtd1	ENSMUSG00000021773	MitoCarta3.0	GFP, MS/MS++	Membrane
Neu4	ENSMUSG00000034000	MitoCarta3.0	GFP, targetP signal+	MOM
Cyp27b1	ENSMUSG00000006724	MitoCarta3.0	literature, targetP signal, mito protein domain	MIM
Noct	ENSMUSG00000023087	MitoCarta3.0	literature,targetP signal, mito protein domain	Matrix
Hdhd3	ENSMUSG00000038422	MitoCarta3.0	APEX_matrix, MS/MS++	Matrix
Slc8b1	ENSMUSG00000032754	MitoCarta3.0	literature,mito protein domain, induction	MIM
mt-Nd6	ENSMUSG00000064368	MitoCarta3.0	literature, Rickettsial homolog, mito protein domain	MIM
Dmac1	ENSMUSG00000028398	MitoCarta3.0	literature,MS/MS	MIM
Bco2	ENSMUSG00000032066	MitoCarta3.0	literature,mito protein domain, MS/MS	MIM
Tdrkh	ENSMUSG00000041912	MitoCarta3.0	GFP, mito protein domain, MS/MS	Membrane
Gpx4	ENSMUSG00000075706	MitoCarta3.0	literature, yeast mito homolog, mito protein domain	MIM
Comt	ENSMUSG00000000326	MitoCarta3.0	GFP, induction, coexpression	Membrane
Mtfr2	ENSMUSG00000019992	MitoCarta3.0	manual, mito protein domain+	Membrane
Bik	ENSMUSG00000016758	MitoCarta3.0	manual, mito protein domain+	MOM
Lig3	ENSMUSG00000020697	MitoCarta3.0	literature,yeast mito homolog, mito protein domain, coexpres	Matrix
Cry1	ENSMUSG00000020038	MitoCarta3.0	literature, yeast mito homolog, mito protein domain, coexpre	unknown
Trub2	ENSMUSG00000039826	MitoCarta3.0	APEX_matrix, yeast mito homolog, Rickettsial homolog, mito p	Matrix
Tomm20l	ENSMUSG00000021078	MitoCarta3.0	manual, yeast mito homolog+	MOM
Ccdc127	ENSMUSG00000021578	MitoCarta3.0	APEX_IMS, MS/MS	Membrane
Yrdc	ENSMUSG00000028889	MitoCarta3.0	manual, targetP signal, Rickettsial homolog	Matrix
Prepl	ENSMUSG00000024127	MitoCarta3.0	APEX_matrix, targetP signal, Rickettsial homolog	Matrix
Myo19	ENSMUSG00000020527	MitoCarta3.0	literature,yeast mito homolog, mito protein domain	MOM
Thg1l	ENSMUSG00000011254	MitoCarta3.0	literature, targetP signal, coexpression	Matrix
Pif1	ENSMUSG00000041064	MitoCarta3.0	literature, yeast mito homolog, mito protein domain	Matrix
Rab5if	ENSMUSG00000027637	MitoCarta3.0	GFP, induction, coexpression	MIM
Cep89	ENSMUSG00000023072	MitoCarta3.0	literature, targetP signal	IMS
Acot10	ENSMUSG00000047565	MitoCarta3.0	literature, targetP signal	Matrix
Efhd1	ENSMUSG00000026255	MitoCarta3.0	literature, mito protein domain, induction	MIM
Bid	ENSMUSG00000004446	MitoCarta3.0	literature, mito protein domain, coexpression	MOM
Atpsckmt	ENSMUSG00000039065	MitoCarta3.0	literature,coexpression	MIM
Cyp24a1	ENSMUSG00000038567	MitoCarta3.0	literature, targetP signal, mito protein domain	MIM
Sptlc2	ENSMUSG00000021036	MitoCarta3.0	GFP, Rickettsial homolog, mito protein domain	Membrane
Apex1	ENSMUSG00000035960	MitoCarta3.0	literature,Rickettsial homolog, mito protein domain	Matrix
E130311K13Rik	ENSMUSG00000048581	MitoCarta3.0	APEX_matrix, MS/MS	Matrix
Agk	ENSMUSG00000029916	MitoCarta3.0	literature, APEX_IMS, mito protein domain	MIM
Dus2	ENSMUSG00000031901	MitoCarta3.0	GFP, Rickettsial homolog, mito protein domain	Matrix
Pank2	ENSMUSG00000037514	MitoCarta3.0	literature, targetP signal, mito protein domain	IMS
Polg2	ENSMUSG00000020718	MitoCarta3.0	literature, APEX_matrix, targetP signal, mito protein domain	Matrix
Gpat2	ENSMUSG00000046338	MitoCarta3.0	manual, mito protein domain	MOM
Tomm34	ENSMUSG00000018322	MitoCarta3.0	literature, mito protein domain	MOM
Plscr3	ENSMUSG00000019461	MitoCarta3.0	literature,yeast mito homolog, mito protein domain	MIM
Fkbp10	ENSMUSG00000001555	MitoCarta3.0	APEX_IMS, mito protein domain	IMS
Exd2	ENSMUSG00000032705	MitoCarta3.0	literature,mito protein domain	Matrix
Bcl2l1	ENSMUSG00000007659	MitoCarta3.0	literature, mito protein domain	MOM
Golph3	ENSMUSG00000022200	MitoCarta3.0	literature, targetP signal, induction	IMS
Nt5dc2	ENSMUSG00000071547	MitoCarta3.0	APEX_matrix, MS/MS	Matrix
Armc10	ENSMUSG00000038525	MitoCarta3.0	GFP, MS/MS	MOM
Alkbh1	ENSMUSG00000079036	MitoCarta3.0	literature, APEX_matrix, mito protein domain	Matrix
Akap10	ENSMUSG00000047804	MitoCarta3.0	literature, mito protein domain	MOM
Serac1	ENSMUSG00000015659	MitoCarta3.0	literature, APEX_IMS, targetP signal	MOM
Septin4	ENSMUSG00000020486	MitoCarta3.0	literature, mito protein domain	MOM
Fastkd3	ENSMUSG00000021532	MitoCarta3.0	APEX_matrix, targetP signal	Matrix
Bcl2l11	ENSMUSG00000027381	MitoCarta3.0	manual, targetP signal	MOM
Nbr1	ENSMUSG00000017119	MitoCarta3.0	APEX_IMS, coexpression	IMS
Rpia	ENSMUSG00000053604	MitoCarta3.0	APEX_matrix, targetP signal	Matrix
Bok	ENSMUSG00000026278	MitoCarta3.0	manual, mito protein domain	MOM
Miga1	ENSMUSG00000054942	MitoCarta3.0	literature	MOM
Prorp	ENSMUSG00000021023	MitoCarta3.0	APEX_matrix	Matrix
Stx17	ENSMUSG00000061455	MitoCarta3.0	APEX_IMS, coexpression	MOM
Primpol	ENSMUSG00000038225	MitoCarta3.0	literature,mito protein domain	Matrix
Dna2	ENSMUSG00000036875	MitoCarta3.0	literature, mito protein domain	Matrix
Adcy10	ENSMUSG00000026567	MitoCarta3.0	literature,mito protein domain	Membrane
Prss35	ENSMUSG00000033491	MitoCarta3.0	GFP, mito protein domain	unknown
Mief2	ENSMUSG00000018599	MitoCarta3.0	literature,mito protein domain	MOM
Nsun3	ENSMUSG00000050312	MitoCarta3.0	APEX_matrix, mito protein domain	Matrix
Pabpc5	ENSMUSG00000034732	MitoCarta3.0	literature, mito protein domain	Matrix
Styxl1	ENSMUSG00000019178	MitoCarta3.0	literature,mito protein domain	Matrix
Sphk2	ENSMUSG00000057342	MitoCarta3.0	literature,mito protein domain	MIM
Prkn	ENSMUSG00000023826	MitoCarta3.0	manual, mito protein domain	MOM
Nsun2	ENSMUSG00000021595	MitoCarta3.0	literature,mito protein domain	Matrix
Pick1	ENSMUSG00000068206	MitoCarta3.0	literature, mito protein domain	unknown
Dmpk	ENSMUSG00000030409	MitoCarta3.0	literature, mito protein domain	MOM
Casp9	ENSMUSG00000028914	MitoCarta3.0	literature,mito protein domain	IMS
Casp8	ENSMUSG00000026029	MitoCarta3.0	literature, mito protein domain	MOM
Casp3	ENSMUSG00000031628	MitoCarta3.0	literature,mito protein domain	IMS
Bcl2l2	ENSMUSG00000089682	MitoCarta3.0	literature, mito protein domain	MOM
Bcl2l10	ENSMUSG00000032191	MitoCarta3.0	manual, mito protein domain	MOM
Bcl2a1d	ENSMUSG00000096581	MitoCarta3.0	manual, mito protein domain	MOM
Bcl2	ENSMUSG00000057329	MitoCarta3.0	literature, mito protein domain	MOM
Bad	ENSMUSG00000024959	MitoCarta3.0	literature, mito protein domain	MOM
Pde2a	ENSMUSG00000030653	MitoCarta3.0	literature,targetP signal	MIM
Spata20	ENSMUSG00000020867	MitoCarta3.0	APEX_matrix	Matrix
Plgrkt	ENSMUSG00000016495	MitoCarta3.0	GFP	Membrane
Pld6	ENSMUSG00000043648	MitoCarta3.0	literature	MOM
Bbc3	ENSMUSG00000002083	MitoCarta3.0	manual	MOM
Cstad	ENSMUSG00000047363	MitoCarta3.0	literature	MOM
1700066M21Rik	ENSMUSG00000038323	MitoCarta3.0	APEX_matrix	Matrix
Spire1	ENSMUSG00000024533	MitoCarta3.0	literature	MOM
Armcx1	ENSMUSG00000033460	MitoCarta3.0	literature	MOM
Armcx2	ENSMUSG00000033436	MitoCarta3.0	literature	Membrane
Armcx6	ENSMUSG00000050394	MitoCarta3.0	literature	Membrane
Nat8l	ENSMUSG00000048142	MitoCarta3.0	literature	Membrane
Sphkap	ENSMUSG00000026163	MitoCarta3.0	manual	MIM
Mettl4	ENSMUSG00000055660	MitoCarta3.0	literature	Matrix
Armcx3	ENSMUSG00000049047	MitoCarta3.0	literature	MOM
Snap29	ENSMUSG00000022765	MitoCarta3.0	APEX_IMS	IMS
Polb	ENSMUSG00000031536	MitoCarta3.0	literature	Matrix
Htd2	ENSMUSG00000023156	MitoCarta3.0	literature	Matrix
Pigbos1	ENSMUSG00000098332	MitoCarta3.0	literature	MOM
